"動物編號","收容日期","收容園區","收容原因","來源區域","性別","來源地點","毛色毛長","晶片號碼","動物種類","犬牌編號","其他特徵","照片"
"10405220002","2015-05-22","南屯園區","急難救助 ","太平區","母","工業20路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/d7f132098ece3c526f3ef2e89934937f7e508aa4.jpg"
"10405220001","2015-05-22","南屯園區","陳情","北區","母","文正派出所","棕色","","貴賓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/8f07eec50d27eb6d6bd0b3fc576ed0d4bda1b777.jpg"
"10405216005","2015-05-21","后里園區","陳情","大雅區","公","學府路","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/16efc4c62a99dff044c4edfe92d85b2bcb6b79ee.jpg"
"10405216004","2015-05-21","后里園區","飼主不擬續養","東勢區","公","自行送交","黑棕","","似挪威那","","已絕育","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4f4724245d7b95e41801ee26edfa99c13f62f8db.jpg"
"10405216003","2015-05-21","后里園區","陳情","神岡區","母","中山路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/2edfc0c971778811e8de8cc222ee04f64cdc60f3.jpg"
"10405216002","2015-05-21","后里園區","陳情","豐原區","母","東陽路","米黃","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c5456ea4918168a29e0c9c96f6d379f448f8172b.jpg"
"10405216001","2015-05-21","后里園區","急難救助","大雅區","母","東大路","米色","","混種犬","","104/05/26飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c9456e18853f20caa293fd5354459c12cf913468.jpg"
"10405210009","2015-05-21","南屯園區","陳情","霧峰區","母","大坑巷","黃白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/71f4fc3b7b4f4ac14b2b93e1c621f549a377c165.jpg"
"10405210008","2015-05-21","南屯園區","陳情","龍井區","母","田尾厝巷","黑棕","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6e864bc35122da5fec552f40eecaaa7427156187.jpg"
"10405210007","2015-05-21","南屯園區","急難救助","南區","公","建國南路一段","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6316d6e18f3c10fd054e37d4bcdb3889d0673bc3.jpg"
"10405210006","2015-05-21","南屯園區","急難救助","北屯區","母","松山路","棕色","","混種犬","","104/5/22飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/8271f151349e959912912b16b97b84809aa1d850.jpg"
"10405210005","2015-05-21","南屯園區","陳情","南屯區","公","大聖街","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/7eb4cab33121565fae7d66350ebda563ecaee565.jpg"
"10405210004","2015-05-21","南屯園區","陳情","南屯區","母","大聖街","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/8cb560623ba2c635a0d66f65573cacb981684c91.jpg"
"10405210003","2015-05-21","南屯園區","急難救助","霧峰區","公","丁台路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/adb73710f852a1fdde74d59825cf7c30e77bd418.jpg"
"10405210002","2015-05-21","南屯園區","陳情","梧棲區","公","中南一路2段","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/eac383d7db0a2a068b0fb8e005d099610011483a.jpg"
"10405210001","2015-05-21","南屯園區","陳情","太平區","母","樹德8街","虎斑","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/fc8d2c9f61131060c0df4c6b5228ee4242615389.jpg"
