收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,url,image_url
1041250,104年05月28日,冬山,公所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7864,http://asms.wsn.com.tw/Eland/Upload/104-1250/7EB65A9AC30145A7AF7B5C76094A25A5.jpg
1041251,104年05月28日,"冬山  冬山鄉公所",公所捕獲,3月齡以下,公,黑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7865,http://asms.wsn.com.tw/Eland/Upload/104-1251/7D1F58AACB7F4C24AD49C1ED1172DD6F.jpg
1041252,104年05月28日,"冬山  冬山鄉公所",公所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7866,http://asms.wsn.com.tw/Eland/Upload/104-1252/44903E56FB1F452180A37E0B9FFAF2D2.jpg
1041253,104年05月28日,"冬山  冬山鄉公所",公所捕獲,3月齡以下,公,白,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7867,http://asms.wsn.com.tw/Eland/Upload/104-1253/07E10A095530425BA01C7733D1241416.JPG
1041254,104年05月28日,"冬山  冬山鄉公所",公所捕獲,3月齡以下,公,白,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7868,http://asms.wsn.com.tw/Eland/Upload/104-1254/7E9A85A82E4E4B79BBA3B267A89C7A31.jpg
1041256,104年05月28日,"宜蘭  中山路",民眾送交,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7870,http://asms.wsn.com.tw/Eland/Upload/104-1256/03D79ABA948D4E4E896F14C9460BBE3E.jpg
1041259,104年05月29日,"蘇澳  南正里",公所捕獲,3-7歲,公,黃,混種狗,大,,15810096528○○○○,宜蘭縣動植物防疫所,D-12,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7873,http://asms.wsn.com.tw/Eland/Upload/104-1259/9A23B7B7A9094EE28393803913E11FEA.jpg
1041260,104年05月29日,"蘇澳  南正里",公所捕獲,3-7歲,公,棕黑,混種狗,大,是,90010800138○○○○,宜蘭縣動植物防疫所,D-4,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7874,http://asms.wsn.com.tw/Eland/Upload/104-1260/63EAED4380EC4E4C8B688D042001E29D.jpg
1041262,104年05月29日,"羅東  光榮路",公所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-5,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7876,http://asms.wsn.com.tw/Eland/Upload/104-1262/CBA5C583CC2D4E398B402EACEB6C3CBB.jpg
1041263,104年05月29日,"羅東  角烙",公所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-2,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7877,http://asms.wsn.com.tw/Eland/Upload/104-1263/C86ACD0330404462A5F93C0A7760F7BC.jpg
1041264,104年05月29日,"宜蘭  果菜市場",本所捕獲,3月齡以下,,虎斑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7878,http://asms.wsn.com.tw/Eland/Upload/104-1264/A19D2E21FDF34D448E5C946AAC219C56.jpg
1041265,104年05月29日,"宜蘭  果菜市場",本所捕獲,3月齡以下,,虎斑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7879,http://asms.wsn.com.tw/Eland/Upload/104-1265/2B634029AC3F4EE4A84E585064A2008A.jpg
1041266,104年05月29日,"宜蘭  果菜市場",本所捕獲,3月齡以下,,虎斑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7880,http://asms.wsn.com.tw/Eland/Upload/104-1266/8CF1422B68E34F099B2EC60C4BCDDBC9.jpg
1041267,104年05月29日,"冬山  永美土地公廟",民眾送交,3月齡以下,公,黑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7881,http://asms.wsn.com.tw/Eland/Upload/104-1267/0D95E816C1F14C45ABE5FD4EBC10FDB5.jpg
