收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,照片連結,網頁連結
W04C013003,104年01月30日,南區  明興路,民眾送交,1-3 歲,母,虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CB-3-2,http://asms.wsn.com.tw/TN/Upload/W04C013003/3A3EA1230CE14418B704B69DADB256BE.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=951&fn=Photo&tn=SheltersReco
S040130-11,104年01月30日,官田區,民眾送交,3月齡以下,公,黑,混種狗,小,,無,臺南市動物之家-善化站,P區-P11,http://asms.wsn.com.tw/TN/Upload/S040130-11/024C5F99EED1426FA727EAE474E56A85.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=973&fn=Photo&tn=SheltersReco
S040130-19,104年01月30日,柳營區,民眾送交,3月齡以下,母,黃,混種狗,小,,無,臺南市動物之家-善化站,P區-P17,http://asms.wsn.com.tw/TN/Upload/S040130-19/2D39F961DC364AF38A46587C31D0A75A.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=975&fn=Photo&tn=SheltersReco
S040130-08,104年01月30日,官田區,民眾送交,3月齡以下,母,虎斑,混種狗,小,,無,臺南市動物之家-善化站,P區-P2,http://asms.wsn.com.tw/TN/Upload/S040130-08/DF105A19714D4F42B8025BB77811F0F1.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=972&fn=Photo&tn=SheltersReco
S040130-29,104年01月30日,柳營區,民眾送交,3月齡以下,公,虎斑,混種狗,小,,無,臺南市動物之家-善化站,P區-P8,http://asms.wsn.com.tw/TN/Upload/S040130-29/A71FB6AE26B642CCB5370C5AED858A92.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=977&fn=Photo&tn=SheltersReco
S040130-18,104年01月30日,柳營區,民眾送交,3月齡以下,公,黃,混種狗,小,,無,臺南市動物之家-善化站,P區-P12,http://asms.wsn.com.tw/TN/Upload/S040130-18/B27BAB92559845C8AAF4EEBB9C4C5575.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=974&fn=Photo&tn=SheltersReco
S040130-04,104年01月30日,安定區,本所捕獲,3月齡以下,公,黑,混種狗,小,,無,臺南市動物之家-善化站,P區-P16,http://asms.wsn.com.tw/TN/Upload/S040130-04/1E7154E41F394C028D3772130C5BFAD8.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=971&fn=Photo&tn=SheltersReco
S040202-02,104年02月02日,麻豆區,本所捕獲,3月齡以下,公,黃,臘腸,中,,無,臺南市動物之家-善化站,H區-H21,http://asms.wsn.com.tw/TN/Upload/S040202-02/FA8270B4EA4F48918A2B31E4E6EAE804.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1007&fn=Photo&tn=SheltersReco
S040202-01,104年02月02日,麻豆區,本所捕獲,1-3 歲,公,黃,臘腸,中,,無,臺南市動物之家-善化站,H區-H22,http://asms.wsn.com.tw/TN/Upload/S040202-01/7723A2B4B4D4448DA053B3DD84C8CF0A.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1006&fn=Photo&tn=SheltersReco
W040203-17,104年02月03日,歸仁區  公園路,民眾棄養,1-3 歲,母,黑,混種狗,中,,90013800037○○○○,臺南市動物之家-灣裡站,D-1,http://asms.wsn.com.tw/TN/Upload/W040203-17/937B01CE5108423AACB56A7EAEE19588.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1013&fn=Photo&tn=SheltersReco
S040203-09,104年02月04日,西港區,本所捕獲,1-3 歲,公,白,混種狗,中,,無,臺南市動物之家-善化站,B區-B11,http://asms.wsn.com.tw/TN/Upload/S040203-09/F0FE778B69924A4883DCE15F5B9E3F03.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1036&fn=Photo&tn=SheltersReco
W040204-15,104年02月04日,南區  文華里每南街,民眾棄養,3月齡以下,母,虎斑,混種狗,中,,90013800051○○○○,臺南市動物之家-灣裡站,代養-代養-H,http://asms.wsn.com.tw/TN,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1040&fn=Photo&tn=SheltersReco
S040203-13,104年02月04日,學甲區,本所捕獲,3月齡以下,公,花,混種狗,小,,無,臺南市動物之家-善化站,P區-P7,http://asms.wsn.com.tw/TN/Upload/S040203-13/47B6E7C653524A2D85008B523F8CD90F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1038&fn=Photo&tn=SheltersReco
S040203-01,104年02月04日,西港區,本所捕獲,1-3 歲,公,黃,混種狗,大,,無,臺南市動物之家-善化站,C區-C11,http://asms.wsn.com.tw/TN/Upload/S040203-01/2A953D6F9D024698A7168A1A0E269046.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1035&fn=Photo&tn=SheltersReco
S040204-10,104年02月04日,柳營區,民眾送交,3月齡以下,公,黑褐,混種狗,小,,無,臺南市動物之家-善化站,H區-H2,http://asms.wsn.com.tw/TN/Upload/S040204-/8A06D9E56A1847128A0D9E6D7A6DB6EB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1106&fn=Photo&tn=SheltersReco
S040203-12,104年02月04日,永康區,民眾送交,1-3 歲,公,白,鬥牛犬,中,,無,臺南市動物之家-善化站,H區-H28,http://asms.wsn.com.tw/TN/Upload/S040203-12/4F9F4D564AE947F29120EEA344492E0D.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1037&fn=Photo&tn=SheltersReco
S040204-11,104年02月04日,柳營區,民眾送交,3月齡以下,母,灰,混種狗,小,,無,臺南市動物之家-善化站,H區-H6,http://asms.wsn.com.tw/TN/Upload/S040204-11/F636251C860B40A38071E21D61260F0B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1107&fn=Photo&tn=SheltersReco
S040204-16,104年02月04日,柳營區,民眾送交,3月齡以下,母,虎斑,混種狗,小,,無,臺南市動物之家-善化站,H區-H4,http://asms.wsn.com.tw/TN/Upload/S040204-16/5C9BDB4628464556B7DAEBD20B74C492.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1109&fn=Photo&tn=SheltersReco
S040204-07,104年02月04日,安定區,本所捕獲,3月齡以下,母,黃,混種狗,中,,無,臺南市動物之家-善化站,P區-P15,http://asms.wsn.com.tw/TN/Upload/S040204-07/4FABD65EDDB042689B8BE34ED65E50BD.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1105&fn=Photo&tn=SheltersReco
S040204-15,104年02月04日,柳營區,民眾送交,3月齡以下,母,虎斑,混種狗,小,,無,臺南市動物之家-善化站,H區-H4,http://asms.wsn.com.tw/TN/Upload/S040204-15/3E9EE870BA8F4A019BB605EC2C7BC074.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1108&fn=Photo&tn=SheltersReco
S040205-16,104年02月05日,下營區,民眾送交,3月齡以下,公,黑褐,混種狗,小,,無,臺南市動物之家-善化站,H區-H9,http://asms.wsn.com.tw/TN/Upload/S040205-16/3530671EA27F420590808B8FDFF3CA6E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1115&fn=Photo&tn=SheltersReco
S040205-12,104年02月05日,學甲區,民眾送交,3月齡以下,公,黑褐,混種狗,小,,無,臺南市動物之家-善化站,H區-H16,http://asms.wsn.com.tw/TN/Upload/S040205-12/DD6E29B70F584633B80F1346DA3236A4.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1112&fn=Photo&tn=SheltersReco
W040205-18,104年02月05日,安平區  安平路,民眾棄養,3-7歲,母,虎斑,混種狗,中,,90013800051○○○○,臺南市動物之家-灣裡站,D-2,http://asms.wsn.com.tw/TN/Upload/W040205-18/18.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1098&fn=Photo&tn=SheltersReco
S040205-15,104年02月05日,麻豆區,民眾送交,3月齡以下,母,黃,混種狗,小,,無,臺南市動物之家-善化站,P區-P16,http://asms.wsn.com.tw/TN/Upload/S040205-15/8FBC974E11F64268AD98E3B92F520479.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1114&fn=Photo&tn=SheltersReco
S040205-11,104年02月05日,學甲區,民眾送交,3月齡以下,母,黃,混種狗,小,,無,臺南市動物之家-善化站,H區-H15,http://asms.wsn.com.tw/TN/Upload/S040205-11/D7F05A48A9CD430F9210BAFE9B751BFD.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1111&fn=Photo&tn=SheltersReco
W040205-17,104年02月05日,安平區  安平路,民眾棄養,3-7歲,公,黑黃,混種狗,中,,90013800051○○○○,臺南市動物之家-灣裡站,D-5,http://asms.wsn.com.tw/TN/Upload/W040205-17/17.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1097&fn=Photo&tn=SheltersReco
S040205-13,104年02月05日,學甲區,民眾送交,3月齡以下,母,黑,混種狗,小,,無,臺南市動物之家-善化站,H區-H12,http://asms.wsn.com.tw/TN/Upload/S040205-13/1241B515A9384797A03B3C2723CE6854.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1113&fn=Photo&tn=SheltersReco
S040205-10,104年02月05日,學甲區,民眾送交,6月齡-1歲,公,黑褐,混種狗,中,,無,臺南市動物之家-善化站,A區 -A9,http://asms.wsn.com.tw/TN/Upload/S040205-10/F8F69B0511D74B76A4A414979B07DE73.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1110&fn=Photo&tn=SheltersReco
雞-1,104年02月06日,北區  五福里長北街,本所捕獲,1-3 歲,母,白,,小,,無,臺南市動物之家-灣裡站,鳥園-鳥園,http://asms.wsn.com.tw/TN/Upload/%e9%9b%9e-1/333.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1127&fn=Photo&tn=SheltersReco
S040206-03,104年02月06日,白河區,本所捕獲,1-3 歲,公,黑,混種狗,大,,無,臺南市動物之家-善化站,C區-C8,http://asms.wsn.com.tw/TN/Upload/S040206-03/AE07A7CB30F7419B81D8AC7E4DDC75EF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1145&fn=Photo&tn=SheltersReco
S040207-04,104年02月07日,麻豆區,民眾送交,3月齡以下,公,黑白,混種狗,小,,無,臺南市動物之家-善化站,H區-H11,http://asms.wsn.com.tw/TN/Upload/S040207-04/EF112A24B27F461D9A8117C133086E46.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1149&fn=Photo&tn=SheltersReco
S040207-02,104年02月07日,善化區,民眾棄養,1-3 歲,公,黑褐,混種狗,大,,無,臺南市動物之家-善化站,C區-C13,http://asms.wsn.com.tw/TN/Upload/S040207-02/1F7297CCD622424B9A343A8DA70054BF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1146&fn=Photo&tn=SheltersReco
S040207-03,104年02月07日,新市區,民眾送交,7歲以上,公,白,瑪爾濟斯,小,,無,臺南市動物之家-善化站,H區-H18,http://asms.wsn.com.tw/TN/Upload/S040207-03/892C0E4B6D954F78A2044EDF1E9EBC79.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1148&fn=Photo&tn=SheltersReco
S040209-13,104年02月09日,大內區,民眾送交,3月齡以下,母,黑,混種狗,小,,無,臺南市動物之家-善化站,H區-H9,http://asms.wsn.com.tw/TN/Upload/S040209-13/CF946BABFD024E9294338A7A1313F83B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1194&fn=Photo&tn=SheltersReco
S040209-11,104年02月09日,學甲區,民眾送交,3月齡以下,母,黑,混種狗,小,,無,臺南市動物之家-善化站,P區-P10,http://asms.wsn.com.tw/TN/Upload/S040209-11/589CCCE45F994D3A8968F0E658BD0751.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=1196&fn=Photo&tn=SheltersReco
