收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,url,image_url
0527J4-5,104年05月27日,"旗津區  中洲三路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,壽山園區,熟區-熟4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23610&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0527J4-5/5E9AFE02AB3440F598398BFEB84E9DEF.JPG
0527J5-2,104年05月27日,"林園區  西溪路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,壽山園區,熟區-熟5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23624&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/05278J5-2/F20BA21FB7DF4D33B8388E64F2322DCB.JPG
0527J5-5,104年05月27日,"林園區  西溪路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,熟區-熟5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23621&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0527J5-5/20C0DE65F97242E4B77BB878503D4E27.JPG
0527J4-3,104年05月27日,"旗津區  中洲三路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,熟區-熟4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23612&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0527J4-3/B0D3AB624ADB4AEEB30C50DE1AD16D9C.JPG
0527J4-6,104年05月27日,"旗津區  中洲三路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,壽山園區,熟區-熟4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23609&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0527J4-6/8135027EEA5842DC8B428B193955C66E.JPG
0527J5-3,104年05月27日,"林園區  西溪路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,壽山園區,熟區-熟5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23623&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0527J5-3/EE8EFF4950984B17B6B9810699DE739A.JPG
052601,104年05月26日,"湖內區  保生路",本所捕獲,3-6月齡,母,白,混種狗,小,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23580&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052601/10BAC6DFE8C945B7865E3816C1C06B33.JPG
052602,104年05月26日,"茄萣區  大發路",本所捕獲,3-6月齡,公,黑,混種狗,小,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23581&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052602/D2BB2DA2C7C64E6183A2F87D97AD96E1.JPG
052605,104年05月26日,"彌陀區  漯底里",本所捕獲,6月齡-1歲,公,黑,混種狗,小,否,無,燕巢園區,運動場-運7,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23584&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052605/570A9679D1BD49E880C1D7FF7CF3DE9A.JPG
0526C1-2,104年05月26日,延吉街,本所捕獲,3月齡以下,公,黑,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23571&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C1-2/E66A1BAFA0664EA7891E38F81CD65305.JPG
0526C1-5,104年05月26日,士良街,本所捕獲,3月齡以下,母,黑,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23588&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C1-5/6211CF5697D943FF863D92EF92DAE231.JPG
052603,104年05月26日,"茄萣區  濱海路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,認養區-認10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23582&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052603/D6C9FFCFC67846D0892DB98C11DE79AF.JPG
0526A14,104年05月26日,鼎金後路,民眾棄養,7歲以上,母,黃,混種狗,大,否,037119○○○○,壽山園區,大犬舍-待14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23573&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526A14/DECE1EEB95894B79B18449853D661894.JPG
0526C1-3,104年05月26日,"苓雅區  三多四路",民眾送交,3月齡以下,母,虎斑,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23579&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C1-3/BD2D0FD859A744208A0A52075A0FE4AF.JPG
0526C4,104年05月26日,重慶街,本所捕獲,3月齡以下,公,黑,混種貓,小,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23599&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C4/C1C1FB35678A45459E309A42E794037D.JPG
052604,104年05月26日,"彌陀區  漯底里",本所捕獲,6月齡-1歲,母,黑,混種狗,小,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23583&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052604/CCC1685FE527466EBC40AB29126D36D3.JPG
0526C1-1,104年05月26日,延吉街,本所捕獲,3月齡以下,母,花,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23572&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C1-1/41B590CEC8174C4F913BF1303ED3CB31.JPG
0526C1-4,104年05月26日,"苓雅區  三多四路",民眾送交,3月齡以下,母,虎斑,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23578&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C1-4/454607FE4DA340ECB2E52994E8B9B999.JPG
0526C4-2,104年05月26日,重慶街,本所捕獲,3月齡以下,公,花,混種貓,小,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23598&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C4-2/94A12E74E33E4E3CA710C4B820DC9EAF.JPG
0526C4-3,104年05月26日,重慶街,本所捕獲,3月齡以下,母,虎斑,混種貓,小,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23597&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C4-3/FB9D546D104347C489A91640D2DB9E75.JPG
0526C4-6,104年05月26日,"鳥松區  公園路",本所捕獲,3月齡以下,公,花,混種貓,小,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23594&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C4-6/870917ED73224D229D5DB710D8C05584.JPG
0526D6-1,104年05月26日,"前鎮區  后平路",本所捕獲,3月齡以下,母,黑,混種貓,小,否,無,壽山園區,貓舍-備6,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23591&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526D6-1/05441DE469CA44A09807B34A72AE245E.JPG
0526H3,104年05月26日,"茄萣區  莒光路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,壽山園區,大犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23574&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526H3/1B36AB538DCE42D298EFDC377F345B11.JPG
0526C4-4,104年05月26日,重慶街,本所捕獲,3月齡以下,公,黑,混種貓,小,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23596&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C4-4/B7FCD64DA18F4A2DAA1490BF5329B52D.JPG
0526C4-7,104年05月26日,"鳥松區  公園路",本所捕獲,3月齡以下,母,花,混種貓,小,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23593&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C4-7/04A67168C82743E6AA80DF5C6BE6BB6E.JPG
0526D6-2,104年05月26日,"前鎮區  后平路",本所捕獲,3月齡以下,公,黑,混種貓,小,否,無,壽山園區,貓舍-備6,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23590&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526D6-2/ED1A6DCAB411479E911B29C4FA033C17.JPG
0526H5-1,104年05月26日,"茄萣區  莒光路",本所捕獲,3月齡以下,母,花,混種狗,小,否,無,壽山園區,熟區-熟5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23577&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526H5-1/466AC0C73D2844F1B0D8D3769D2A1202.JPG
0526C4-5,104年05月26日,"鳥松區  公園路",本所捕獲,3月齡以下,母,虎斑,混種貓,小,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23595&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C4-5/D31DB305DCBC49E49EF5A7B057F8ECA5.JPG
0526C4-8,104年05月26日,"鳥松區  公園路",本所捕獲,3月齡以下,母,虎斑,混種貓,小,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23592&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526C4-8/DCE243837A1944FE8F42F208BE084F79.JPG
0526D6-3,104年05月26日,"前鎮區  后平路",本所捕獲,3月齡以下,公,黃,混種貓,小,否,無,壽山園區,貓舍-備6,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23589&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526D6-3/4EB8723AE3834A75BF69D1B9218FADD9.JPG
0526J5-2,104年05月26日,"茄萣區  莒光路",本所捕獲,3月齡以下,公,花,混種狗,小,否,無,壽山園區,熟區-熟5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23576&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526J5-2/C9473DBE3B794B58BD2311F8394DF69B.JPG
0526J5-3,104年05月26日,"茄萣區  莒光路",本所捕獲,3月齡以下,公,花,混種狗,小,否,無,壽山園區,熟區-熟5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23575&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526J5-3/D5F14E0A491A4AC996A7AA69CB26CED3.JPG
0526Q7,104年05月26日,"左營區  軍區",民眾送交,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,保區-保7,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23585&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526Q7/05738978636040D3A7D69733D536DDE3.JPG
052507,104年05月25日,"六龜區  中?里",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23551&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052507/2B03927D191D46F8B13401DF711AF8EE.JPG
052510,104年05月25日,"路竹區  新生路",本所捕獲,3月齡以下,母,花,混種狗,小,否,無,燕巢園區,幼犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23556&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052510/5796EBDA5F0945C0A77985500BE39C02.JPG
0526Q1-1,104年05月26日,"左營區  軍區",民眾送交,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,保區-保1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23586&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526Q1-1/696A0970D3154AD7863250123BD43C33.JPG
052501,104年05月25日,"仁武區  中正路",民眾送交,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,認養區-認9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23543&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052501/052501.JPG
052508,104年05月25日,"路竹區  環球路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,認養區-認15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23552&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052508/63676ACB50E74300AFE90CDA0FD3C9CD.JPG
052511,104年05月25日,"路竹區  新生路",本所捕獲,3月齡以下,母,花,混種狗,小,否,無,燕巢園區,幼犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23557&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052511/2DB734DFA0874607937F266BF7EC01C5.JPG
0526Q1-2,104年05月26日,"左營區  軍區",民眾送交,3月齡以下,公,黃,混種狗,小,否,無,壽山園區,保區-保1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23587&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0526Q1-2/C0773D4969674672A431581648C97DA2.JPG
052503,104年05月25日,"六龜區  中?里",本所捕獲,3月齡以下,公,棕,混種狗,小,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23547&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052503/1C6885F4846F4860829130E935C5060E.JPG
052509,104年05月25日,"路竹區  新生路",本所捕獲,3月齡以下,公,花,混種狗,小,否,無,燕巢園區,幼犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23555&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052509/C915C15F7D2D420BBA0E5E92978CD744.JPG
052512,104年05月25日,"路竹區  新生路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,幼犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23558&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052512/639F4A477BFF4C7FA629DCB00FEF10E9.JPG
052513,104年05月25日,"路竹區  新生路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,幼犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23559&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052513/65A1452FEA5F4967A908420AB7D9106D.JPG
052516,104年05月25日,"路竹區  新生路",本所捕獲,3-7歲,母,花,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23562&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052516/21792629EED74F29B6B5F4472999EAFE.JPG
0525A9,104年05月25日,"鳥松區  學堂路",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,壽山園區,大犬舍-待9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23564&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525A9/4B13F72834EB4D3CB7B23F57702C556B.JPG
0525D6,104年05月25日,"左營區  博愛路",本所捕獲,3月齡以下,公,虎斑,混種貓,小,否,無,壽山園區,貓舍-備6,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23553&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525D6/BF7590D257D74698A4B32FC85F08447F.JPG
052514,104年05月25日,"路竹區  新生路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,幼犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23560&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052514/BDE520B372F54B74A9517509708961B9.JPG
052517,104年05月25日,"岡山區  岡山路",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23563&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052517/D77A3DEB1C2949B8BE6C93A8125895A1.JPG
0525B9,104年05月25日,"茄萣區  民族路",本所捕獲,3-6月齡,母,黃,混種狗,小,否,無,壽山園區,領養區-領9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23545&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525B9/ED4005CCF7B84CA482E97161CCB6213D.JPG
0525F1,104年05月25日,"左營區  動物醫院",本所捕獲,"1-3 歲",公,虎斑,混種貓,大,否,無,壽山園區,醫務室-醫道5下,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23554&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525F1/1D25347BE9E647E889F93461339E2DE4.JPG
052515,104年05月25日,"路竹區  新生路",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23561&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052515/BAA5411A4D324C848E2A8F597AA46EEA.JPG
0525A20,104年05月25日,"大樹區  九曲路",本所捕獲,"1-3 歲",母,黃,混種狗,大,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23565&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525A20/FD9BD271F2F64D2789DB2436FB41F1D6.JPG
0525C2,104年05月25日,"鼓山區  萬壽路",本所捕獲,3月齡以下,公,黑,混種貓,大,否,無,壽山園區,貓舍-貓房2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23542&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525C2/1E28D894E0D14C07BC5A061372CB13B6.JPG
0525H1-1,104年05月25日,"大樹區  九曲路",本所捕獲,3月齡以下,母,白,混種狗,小,否,無,壽山園區,大犬舍-幼1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23566&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525H1-1/61F3545C6558492484323489C3E8F1B6.JPG
0525H1-2,104年05月25日,"大樹區  九曲路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,大犬舍-幼1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23567&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525H1-2/284B5F45A69847DF84CA87F5BCA8B18A.JPG
0523C1-1,104年05月23日,金獅湖保安宮,民眾送交,3月齡以下,母,灰,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23536&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0523C1-1/FDB2CB571AE24C2A8C9D702CC52CC938.JPG
052202,104年05月22日,"茄萣區  信義路",本所捕獲,3-6月齡,公,黑,混種狗,小,否,無,燕巢園區,幼犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23526&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052202/E74A545E6ECD4BB6B89621B29D2974DD.JPG
052205,104年05月22日,"路竹區  頂寮里三公宮",本所捕獲,6月齡-1歲,母,黃,混種狗,中,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23529&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052205/7FF05732ABF34DEC944CC8E27D76ED4D.JPG
0525H1-3,104年05月25日,"大樹區  九曲路",本所捕獲,3月齡以下,公,花,混種狗,小,否,無,壽山園區,大犬舍-幼1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23568&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525H1-3/21D6499411354F8AB354E70C402D3C7E.JPG
0523C2,104年05月23日,"鼓山區  大順一路",民眾送交,3月齡以下,公,黑,混種貓,小,否,無,壽山園區,貓舍-貓房2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23537&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0523C2/1B1B952451564826B1D75ABF829A65AB.JPG
052203,104年05月22日,"茄萣區  信義路",本所捕獲,3-6月齡,母,棕,混種狗,小,否,無,燕巢園區,幼犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23527&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052203/9AA1EBC23C184D208327984C37A096F0.JPG
052206,104年05月22日,"路竹區  頂寮里三公宮",本所捕獲,6月齡-1歲,母,黃,混種狗,中,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23530&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052206/53709F220E2F482D899FE3AA7D44387D.JPG
0525H1-4,104年05月25日,"大樹區  九曲路",本所捕獲,3月齡以下,母,白,混種狗,小,否,無,壽山園區,大犬舍-幼1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23569&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0525H1-4/CE36A222E070461AB8763C04C9A19857.JPG
052201,104年05月22日,"茄萣區  信義路",本所捕獲,3-6月齡,母,棕,混種狗,小,否,無,燕巢園區,幼犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23525&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052201/77F5121A722148FD8AC1573099491A4E.JPG
052204,104年05月22日,"茄萣區  信義路",本所捕獲,3-6月齡,母,花,混種狗,小,否,無,燕巢園區,幼犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23528&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052204/4F9628E39E5D45F0B680801E2D989B73.JPG
052207,104年05月22日,"路竹區  頂寮里三公宮",本所捕獲,3月齡以下,母,黃,混種狗,中,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23531&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052207/8381774294DE4BD798074AF35C37B589.JPG
0522A18,104年05月22日,"楠梓區  南昌路",本所捕獲,6月齡-1歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待18,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23510&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0522A18/7076B5459D364F7CB622E1CEA046CDFE.JPG
0522A20-1,104年05月22日,"左營區  軍區",民眾送交,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23534&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0522A20-1/4E3946DABAA84A7DAE34C463EF9BA323.JPG
0522B1-3-2,104年05月22日,"仁武區  八德西路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,小木屋-領1-3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23533&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0522B1-3-2/1F5862900E9A4DB589C09167AA76939E.JPG
0522C1-5,104年05月22日,"左營區  站前南路",本所捕獲,3月齡以下,公,黑,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23515&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0522C1-5/B57CB805CB0E41B6892079C304498531.JPG
0522A19,104年05月22日,"大樹區  竹寮路",本所捕獲,"1-3 歲",母,花,混種狗,大,否,無,壽山園區,大犬舍-待19,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23519&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0522A19/7677A13FC215453A98905F90E0E8C8EA.JPG
0522A8,104年05月22日,"鳳山區  保華二路",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,壽山園區,大犬舍-待8,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23516&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0522A8/ABFC6CED79EB4DAA99247201D2A6E9B6.JPG
0522C1,104年05月22日,"鳳山區  經武路與新富路交叉口",民眾送交,3月齡以下,母,花,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23524&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0522C1/FEB60EDBF7B4406FAD164BABB3B649F1.JPG
0522H3-1,104年05月22日,"大樹區  竹寮路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,大犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23520&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0522H3-1/EAF7DFCD01CB402691D40E5E278B2238.JPG
